FAC_NO,FAC_NAME,ADDRESS,CITY,COUNTY,ZIP_CODE,PHONE,OWNER,CEO,TYPE_HOSP,TYPE_CNTRL,TYPE_CARE,HSA_NAME,DSH_HOSP
106484044,KAISER FOUNDATION HOSPITAL - VACAVILLE,1 QUALITY DRIVE,VACAVILLE,Solano,95688,707-624-4000,KAISER FOUNDATION HOSPITALS,GREGORY ADAMS,Kaiser,Non-Profit,General,03 - NORTH BAY,Non-DSH
106490040,SONOMA COUNTY HEALING CENTER - PHF,7440 RANCHO LOS GUILICOS ROAD,SANTA ROSA,Sonoma,95409,707-639-4696,"CRESTWOOD BEHAVIORAL HEALTH, INC.",DANIEL GARCIA,Comparable,Investor,Psychiatric,03 - NORTH BAY,Non-DSH
106491076,SONOMA VALLEY HOSPITAL,347 ANDRIEUX STREET,SONOMA,Sonoma,95476,707-935-5000,SONOMA VALLEY HEALTHCARE DISTRICT,JOHN HENNELLY,Comparable,District,General,03 - NORTH BAY,Non-DSH
106494019,KAISER FOUNDATION HOSPITAL - SANTA ROSA,401 BICENTENNIAL WAY,SANTA ROSA,Sonoma,95403,510-987-3380,KAISER FOUNDATION HOSPITALS,GREGORY ADAMS,Kaiser,Non-Profit,General,03 - NORTH BAY,Non-DSH
106494048,AURORA BEHAVIORAL HEALTHCARE - SANTA ROSA,1287 FULTON ROAD,SANTA ROSA,Sonoma,95401,707-800-7700,SIGNATURE HEALTHCARE SERVICES,SUSAN ROSE,Comparable,Investor,Psychiatric,03 - NORTH BAY,Non-DSH
106494106,SUTTER SANTA ROSA REGIONAL HOSPITAL,30 MARK WEST SPRINGS ROAD,SANTA ROSA,Sonoma,95405,707-576-4200,SUTTER HEALTH,DAN PETERSON,Comparable,Non-Profit,General,03 - NORTH BAY,Non-DSH
106500852,DOCTORS MEDICAL CENTER - MODESTO,1441 FLORIDA AVE,MODESTO,Stanislaus,95350,209-578-1211,TENET HEALTHCARE CORPORATION,JAY KRISHNASWAMY,Comparable,Investor,General,06 - NORTH SAN JOAQUIN,DSH
106500867,EMANUEL MEDICAL CENTER,825 DELBON AVENUE,TURLOCK,Stanislaus,95382,209-667-4200,"DOCTORS MEDICAL CENTER OF MODESTO, INC.","MURALI N. NAIDU, MD, FACS",Comparable,Investor,General,06 - NORTH SAN JOAQUIN,Non-DSH
106500939,MEMORIAL HOSPITAL MODESTO,1700 COFFEE ROAD,MODESTO,Stanislaus,95355,209-526-4500,SUTTER CENTRAL VALLEY HOSPITALS,"GINO PATRIZIO, JD, MHA",Comparable,Non-Profit,General,06 - NORTH SAN JOAQUIN,Non-DSH
106504038,STANISLAUS SURGICAL HOSPITAL,1421 OAKDALE ROAD,MODESTO,Stanislaus,95355,209-572-2700,STANISLAUS SURGICAL HOSPITAL,GLENN COZEN,Comparable,Investor,Specialty,06 - NORTH SAN JOAQUIN,Non-DSH
106504079,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF MODESTO,1303 MABLE AVE,MODESTO,Stanislaus,95355,209-857-3400,ENCOMPASS HEALTH CORPORATION,BETH BACHER,Comparable,Investor,Specialty,06 - NORTH SAN JOAQUIN,Non-DSH
106504081,TELECARE STANISLAUS COUNTY - PHF,1904 RICHLAND AVENUE,CERES,Stanislaus,95307,209-300-8800,TELECARE CORPORATION,CHRISTIN MONTOYA,PHF,Investor,Psychiatric,06 - NORTH SAN JOAQUIN,DSH
106514001,SUTTER - YUBA - PHF,"1965 LIVE OAK BLVD, STE A",YUBA CITY,Sutter,95991,530-822-7200,COUNTY OF SUTTER,SARAH EBERHARDT-RIOS,PHF,City/County,Psychiatric,02 - GOLDEN EMPIRE,Non-DSH
106514030,SUTTER SURGICAL HOSPITAL - NORTH VALLEY,455 PLUMAS BLVD,YUBA CITY,Sutter,95991,530-749-5700,SUTTER VALLEY MEDCIAL FOUNDATION,JUDITH L. ROBINSON,Comparable,Investor,General,02 - GOLDEN EMPIRE,Non-DSH
106514033,NORTH VALLEY BEHAVIORAL HEALTH - PHF,1535 PLUMAS COURT,YUBA CITY,Sutter,95991,530-790-2520,"NORTH VALLEY BEHAVIORAL HEALTH, LLC",ARNE HYSON,PHF,Investor,Psychiatric,02 - GOLDEN EMPIRE,Non-DSH
106521041,ST. ELIZABETH COMMUNITY HOSPITAL,2550 SISTER MARY COLUMBA DRIVE,RED BLUFF,Tehama,96080,530-225-6374,COMMONSPIRIT HEALTH,RODGER PAGE,Comparable,Non-Profit,General,01 - NORTHERN CALIFORNIA,DSH
106524017,RESTPADD RED BLUFF PSYCHIATRIC HEALTH FACILITY,925 WALNUT STREET,RED BLUFF,Tehama,96080,530-567-7300,O NWANGBURUKA,O NWANGBURUKA,PHF,Investor,Psychiatric,01 - NORTHERN CALIFORNIA,Non-DSH
106531059,TRINITY HOSPITAL,60 EASTER AVENUE,WEAVERVILLE,Trinity,96093,530-623-5541,TRINITY HOSPITAL,AARON ROGERS,Comparable,District,General,01 - NORTHERN CALIFORNIA,Non-DSH
106540734,KAWEAH DELTA MEDICAL CENTER,400 WEST MINERAL KING AVENUE,VISALIA,Tulare,93291-6237,559-624-2000,KAWEAH DELTA HEALTH CARE DISTRICT,GARY K. HERBST,Comparable,District,General,09 - CENTRAL,DSH
106540798,SIERRA VIEW MEDICAL CENTER,465 WEST PUTNAM AVENUE,PORTERVILLE,Tulare,93257,559-784-1110,SIERRA VIEW LOCAL HEALTHCARE DISTRICT,DONNA HEFNER,Comparable,District,General,09 - CENTRAL,DSH
106560203,AURORA VISTA DEL MAR HOSPITAL,801 SENECA STREET,VENTURA,Ventura,93001,805-653-6434,SIGNATURE HEALTHCARE SERVICES,COLTON REED,Comparable,Investor,Psychiatric,10 - SANTA BARBARA / VENTURA,Non-DSH
106560473,COMMUNITY MEMORIAL HOSPITAL OF SAN BUENAVENTURA,147 N. BRENT STREET,VENTURA,Ventura,93003-2809,805-652-5011,COMMUNITY MEMORIAL HEALTH SYSTEM,MICK ZDEBLICK,Comparable,Non-Profit,General,10 - SANTA BARBARA / VENTURA,DSH
106560481,VENTURA COUNTY MEDICAL CENTER,300 HILLMONT AVE,VENTURA,Ventura,93003,805-652-6058,COUNTY OF VENTURA,BARRY ZIMMERMAN,Comparable,City/County,General,10 - SANTA BARBARA / VENTURA,DSH
106560501,COMMUNITY MEMORIAL HOSPITAL - OJAI,1306 MARICOPA HIGHWAY,OJAI,Ventura,93023,805-640-2230,COMMUNITY MEMORIAL HEALTH SYSTEM,MICK ZDEBLICK,Comparable,Non-Profit,General,10 - SANTA BARBARA / VENTURA,DSH
106560525,ADVENTIST HEALTH SIMI VALLEY,2975 N SYCAMORE DRIVE,SIMI VALLEY,Ventura,93065,805-955-6000,ADVENTIST HEALTH SYSTEMS,JENNIFER SWENSON,Comparable,Non-Profit,General,10 - SANTA BARBARA / VENTURA,Non-DSH
106560529,ST. JOHN'S REGIONAL MEDICAL CENTER,1600 N. ROSE AVE,OXNARD,Ventura,93003,805-988-2500,COMMONSPIRIT HEALTH,BARRY WOLFMAN,Comparable,Non-Profit,General,10 - SANTA BARBARA / VENTURA,Non-DSH
106571086,WOODLAND MEMORIAL HOSPITAL,1325 COTTONWOOD STREET,WOODLAND,Yolo,95625,530-622-3961,DIGNITY HEALTH,GENA BRAVO,Comparable,Non-Profit,General,02 - GOLDEN EMPIRE,Non-DSH
106580996,ADVENTIST HEALTH AND RIDEOUT,726 4TH STREET,MARYSVILLE,Yuba,95901,530-749-4545,ADVENTIST HEALTH SYSTEMS,CHRIS CHAMPLIN,Comparable,Non-Profit,General,02 - GOLDEN EMPIRE,Non-DSH
106010735,ALAMEDA HOSPITAL,2070 CLINTON AVENUE,ALAMEDA,Alameda,94501,510-437-4800,ALAMEDA HEALTH SYSTEM,JAMES JACKSON,Comparable,City/County,General,05 - EAST BAY,DSH
106010776,UCSF BENIOFF CHILDREN'S HOSPITAL OAKLAND,747 52ND STREET,OAKLAND,Alameda,94609,510-428-3000,CHILDREN'S HOSPITAL & RESEARCH CENTER OAKLAND,JOAN ZOLTANSKI,Comparable,Non-Profit,Children,05 - EAST BAY,DSH
106014034,FREMONT HOSPITAL,39001 SUNDALE DRIVE,FREMONT,Alameda,94538,510-574-4825,"UHS OF DELAWARE, INC.",PATIRICIA WILLIAMS,Comparable,Investor,Psychiatric,05 - EAST BAY,Non-DSH
106034002,SUTTER AMADOR HOSPITAL,200 MISSION BLVD,JACKSON,Amador,95642,209-223-7500,SUTTER HEALTH,MICHAEL CURETON,Comparable,Non-Profit,General,06 - NORTH SAN JOAQUIN,DSH
106060870,COLUSA MEDICAL CENTER,199 E WEBSTER ST,COLUSA,Colusa,95932-3310,503-458-5821,"AMERICAN SPECIALTY HEALTHCARE, INC.",SHAMSHER SINGH,Comparable,Investor,General,01 - NORTHERN CALIFORNIA,Non-DSH
106074017,SAN RAMON REGIONAL MEDICAL CENTER,6001 NORRIS CANYON ROAD,SAN RAMON,Contra Costa,94583,925-275-9200,TENET HEALTHCARE CORPORATION,BEENU CHADHA,Comparable,Investor,General,05 - EAST BAY,Non-DSH
106090933,MARSHALL MEDICAL CENTER,1100 MARSHALL WAY,PLACERVILLE,El Dorado,95667,530-626-2783,MARSHALL MEDICAL CENTER,SIRI NELSON,Comparable,Non-Profit,General,02 - GOLDEN EMPIRE,Non-DSH
106100697,COALINGA MEDICAL CENTER,1191 PHELPS DRIVE,COALINGA,Fresno,93210-9609,559-349-0208,"COALINGA MEDICAL CENTER, LLC",AMARDEEP BRAR,Comparable,Investor,General,09 - CENTRAL,Non-DSH
106100797,ADVENTIST HEALTH REEDLEY,372 WEST CYPRESS AVENUE,REEDLEY,Fresno,93654,559-638-8155,ADVENTIST HEALTH SYSTEMS,JASON WELL,Comparable,Non-Profit,General,09 - CENTRAL,DSH
106100899,ST. AGNES MEDICAL CENTER,1303 EAST HERNDON AVENUE,FRESNO,Fresno,93720,559-450-3000,TRINITY HEALTH,ODETTE BOLANO,Comparable,Non-Profit,General,09 - CENTRAL,Non-DSH
106104023,SAN JOAQUIN VALLEY REHABILITATION HOSPITAL,7073 N SHARON AVENUE,FRESNO,Fresno,93720,916-323-7685,VIBRA HEALTHCARE LLC,MARY JACOBSON,Comparable,Investor,Specialty,09 - CENTRAL,Non-DSH
106104047,FRESNO SURGICAL HOSPITAL,6125 NORTH FRESNO STREET,FRESNO,Fresno,93710,559-431-8000,FSC HOSPITAL,JIM RODRIGUEZ,Comparable,Investor,Specialty,09 - CENTRAL,Non-DSH
106121080,PROVIDENCE ST. JOSEPH HOSPITAL - EUREKA,2700 DOLBEER ST,EUREKA,Humboldt,95501,707-445-8121,ST JOSEPH HEALTH NORTHERN CALIFORNIA LLC,"RANJIT HUNDAL, MD",Comparable,Non-Profit,General,01 - NORTHERN CALIFORNIA,Non-DSH
106130699,EL CENTRO REGIONAL MEDICAL CENTER,1415 ROSS AVENUE,EL CENTRO,Imperial,92243,619-339-7100,CITY OF EL CENTRO,PABLO VELEZ,Comparable,City/County,General,14 - SAN DIEGO / IMPERIAL,DSH
106141273,NORTHERN INYO HOSPITAL,150 PIONEER LANE,BISHOP,Inyo,93514,760-873-5811,NORTHERN INYO HEALTHCARE DISTRICT,STEPHEN DELROSSI,Comparable,District,General,12 - INLAND COUNTIES,Non-DSH
106150706,ADVENTIST HEALTH DELANO,1401 GARCES HIGHWAY,DELANO,Kern,93215,661-725-4800,ADVENTIST HEALTH SYSTEMS,JASON WELLS,Comparable,Non-Profit,General,09 - CENTRAL,DSH
106150788,ADVENTIST HEALTH BAKERSFIELD,2615 CHESTER AVENUE,BAKERSFIELD,Kern,93301,661-395-3000,ADVENTIST HEALTH SYSTEMS,TIM HAYDOCK,Comparable,Non-Profit,General,09 - CENTRAL,Non-DSH
106154022,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF BAKERSFIELD,5001 COMMERCE DRIVE,BAKERSFIELD,Kern,93309,661-323-5500,ENCOMPASS HEALTH CORPORATION,MARTHA SAMORA,Comparable,Investor,Specialty,09 - CENTRAL,Non-DSH
106164029,ADVENTIST HEALTH HANFORD,115 MALL DRIVE,HANFORD,Kings,93232,559-582-9000,ADVENTIST HEALTH SYSTEMS,JASON WELL,Comparable,Non-Profit,General,09 - CENTRAL,DSH
106190017,ALHAMBRA HOSPITAL MEDICAL CENTER,100 SOUTH RAYMOND AVENUE,ALHAMBRA,Los Angeles,91802,626-570-1606,ALHAMBRA HOSPITAL MEDICAL CEMTER LP,IRIS LAI,Comparable,Investor,General,11 - LOS ANGELES COUNTY,DSH
106190049,KINDRED HOSPITAL - BALDWIN PARK,14148 FRANCISQUITO AVENUE,BALDWIN PARK,Los Angeles,91706,626-388-2700,KINDRED HEALTHCARE,KEVIN CHAVEZ,Comparable,Investor,General,11 - LOS ANGELES COUNTY,Non-DSH
106190081,BEVERLY HOSPITAL,309 WEST BEVERLY BOULEVARD,MONTEBELLO,Los Angeles,90640,323-726-1222,BEVERLY COMMUNITY HOSPITAL ASSOCIATION,HOWARD M. EHRENBERG,Comparable,Non-Profit,General,11 - LOS ANGELES COUNTY,DSH
106190137,CASA COLINA HOSPITAL AND CENTER FOR HEALTH CARE,255 E. BONITA AVE,POMONA,Los Angeles,91767,909-596-7733,"CASA COLINA, INC.",KELLY LINDEN,Comparable,Non-Profit,General,11 - LOS ANGELES COUNTY,Non-DSH
106190155,CALIFORNIA REHABILITATION INSTITUTE,2070 CENTURY PARK EAST,LOS ANGELES,Los Angeles,90067-1907,424-522-7100,SELECT MEDICAL CORPORATION,GEOFFREY HALL,Comparable,Investor,Specialty,11 - LOS ANGELES COUNTY,Non-DSH
106190163,AURORA CHARTER OAK,1161 EAST COVINA BOULEVARD,COVINA,Los Angeles,91724,626-966-1632,SIGNATURE HEALTH CARE,TODD A SMITH,Comparable,Investor,Psychiatric,11 - LOS ANGELES COUNTY,Non-DSH
106190197,COMMUNITY HOSPITAL OF HUNTINGTON PARK,2623 EAST SLAUSON AVENUE,HUNTINGTON PARK,Los Angeles,90255,323-583-1931,PIPELINE HEALTH,"MATT WHALEY, RN",Comparable,Investor,General,11 - LOS ANGELES COUNTY,DSH
106190200,SAN GABRIEL VALLEY MEDICAL CENTER,438 WEST LAS TUNAS DRIVE,SAN GABRIEL,Los Angeles,91776,626-289-5454,SAN GABRIEL VALLEY MEDICAL CENTER,PHILLIP COHEN,Comparable,Investor,General,11 - LOS ANGELES COUNTY,DSH
106190256,EAST LOS ANGELES DOCTOR'S HOSPITAL,4060 WHITTIER BOULEVARD,LOS ANGELES,Los Angeles,90023,323-268-5514,PIPELINE HEALTH,RICK RUFINO,Comparable,Investor,General,11 - LOS ANGELES COUNTY,DSH
106190298,EMANATE HEALTH FOOTHILL PRESBYTERIAN HOSPITAL,250 SO. GRAND AVE,GLENDORA,Los Angeles,91741,626-858-8589,EMANATE HEALTH,RAJESH SHARMA,Comparable,Non-Profit,General,11 - LOS ANGELES COUNTY,Non-DSH
106190305,KINDRED HOSPITAL - LOS ANGELES,5525 W. SLAUSON AVE,LOS ANGELES,Los Angeles,90056,310-642-0325,"KINDRED HEALTHCARE, INC",MARK APODACA,Comparable,Investor,General,11 - LOS ANGELES COUNTY,Non-DSH
106190352,GREATER EL MONTE COMMUNITY HOSPITAL,1701 SANTA ANITA AVENUE,SOUTH ELMONTE,Los Angeles,91733,626-579-7777,GREATER EL MONTE COMMUNITY HOSPITAL,STANLEY TOY,Comparable,Investor,General,11 - LOS ANGELES COUNTY,DSH
106190422,TORRANCE MEMORIAL MEDICAL CENTER,3330 LOMITA BOULEVARD,TORRANCE,Los Angeles,90505-5073,310-325-9110,"TORRANCE HEALTH ASSOCIATION, INC",CRAIG LEACH,Comparable,Non-Profit,General,11 - LOS ANGELES COUNTY,Non-DSH
106190449,KINDRED HOSPITAL - LA MIRADA,14900 EAST IMPERIAL HIGHWAY,LA MIRADA,Los Angeles,90638,562-944-1900,KINDRED HEALTHCARE INC.,PHILLIP WOLFE,Comparable,Investor,General,11 - LOS ANGELES COUNTY,Non-DSH
106190500,CEDARS-SINAI MARINA DEL REY HOSPITAL,4650 LINCOLN BLVD,MARINA DEL REY,Los Angeles,90292,310-823-8911,MARINA DEL REY HOSPITAL,BRYAN CROFT,Comparable,Non-Profit,General,11 - LOS ANGELES COUNTY,Non-DSH
106190547,MONTEREY PARK HOSPITAL,900 SOUTH ATLANTIC BLVD,MONTEREY PARK,Los Angeles,91754,626-570-9000,MONTEREY PARK HOSPITAL,PHILIP COHEN,Comparable,Investor,General,11 - LOS ANGELES COUNTY,DSH
106190631,PIH HEALTH WHITTIER HOSPITAL,12401 E. WASHINGTON BLVD,WHITTIER,Los Angeles,90602-1006,562-698-0811,PIH HEALTH HOSPITAL,JAMES R. WEST,Comparable,Non-Profit,General,11 - LOS ANGELES COUNTY,Non-DSH
106190673,SAN DIMAS COMMUNITY HOSPITAL,1350 WEST COVINA BLVD,SAN DIMAS,Los Angeles,91773,909-599-6811,"PRIME HEALTHCARE SERVICES, INC.",PARRISH SCARBORO,Comparable,Investor,General,11 - LOS ANGELES COUNTY,DSH
106190680,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO,1300 WEST SEVENTH STREET,SAN PEDRO,Los Angeles,90732,310-832-3311,PROVIDENCE ST JOSEPH HEALTH,MICHAEL RICKS,Comparable,Non-Profit,General,11 - LOS ANGELES COUNTY,DSH
106190766,COAST PLAZA HOSPITAL,13100 STUDEBAKER ROAD,NORWALK,Los Angeles,90650,562-868-3751,PIPELINE HEALTH,VICTOR CARRASCO,Comparable,Investor,General,11 - LOS ANGELES COUNTY,DSH
106190796,RONALD REAGAN UCLA MEDICAL CENTER,10833 LE CONTE AVE,LOS ANGELES,Los Angeles,90095,310-825-5041,REGENTS OF THE UNIVERSITY OF CALIFORNIA,TAMMY WALLACE,Comparable,Non-Profit,General,11 - LOS ANGELES COUNTY,DSH
106190883,WHITTIER HOSPITAL MEDICAL CENTER,9080 COLIMA ROAD,WHITTIER,Los Angeles,90605,562-945-3561,WHITTIER HOSPITAL MEDICAL CENTER,MARY ANNE MONJE,Comparable,Investor,General,11 - LOS ANGELES COUNTY,DSH
106190949,HENRY MAYO NEWHALL HOSPITAL,23845 MCBEAN PARKWAY,VALENCIA,Los Angeles,91355-2083,661-253-8000,HENRY MAYO NEWHALL MEMORIAL HOSPITAL,ROGER E. SEAVER,Comparable,Non-Profit,General,11 - LOS ANGELES COUNTY,Non-DSH
106191225,TOM REDGATE MEMORIAL RECOVERY CENTER,1775 CHESTNUT ST,LONG BEACH,Los Angeles,90813,310-599-8444,"BEHAVIORAL HEALTH SERVICES, INC.",SHIRLEY SUMMERS,Comparable,Non-Profit,Specialty,11 - LOS ANGELES COUNTY,Non-DSH
106191227,LAC/HARBOR - UCLA MEDICAL CENTER,1000 W. CARSON STREET,TORRANCE,Los Angeles,90509-2910,424-306-7501,COUNTY OF LOS ANGELES,"ANISH MAHAJAN, MD, MS, MPH",Comparable,City/County,General,11 - LOS ANGELES COUNTY,DSH
106191231,LAC/OLIVE VIEW - UCLA MEDICAL CENTER,14445 OLIVE VIEW DRIVE,SYLMAR,Los Angeles,91342-1495,747-210-3000,COUNTY OF LOS ANGELES,KONITA WILKS,Comparable,City/County,General,11 - LOS ANGELES COUNTY,DSH
106194010,AMERICAN RECOVERY CENTER,2180 WEST VALLEY BLVD,POMONA,Los Angeles,91768,909-865-2336,"BEHAVIORAL HEALTH SERVICES, INC.",SHIRLEY SUMMERS,Comparable,Non-Profit,Specialty,11 - LOS ANGELES COUNTY,Non-DSH
106204019,VALLEY CHILDREN'S HOSPITAL,9300 VALLEY CHILDRENS PLACE,MADERA,Madera,93636-8761,559-353-3000,VALLEY CHILDRENS HEALTHCARE,TODD SUNTRAPAK,Comparable,Non-Profit,Children,09 - CENTRAL,DSH
106220733,JOHN C. FREMONT HEALTHCARE DISTRICT,5189 HOSPITAL ROAD,MARIPOSA,Mariposa,95338,209-966-3631,JOHN C. FREMONT DISTRICT,MICHAEL ZIMMERMAN,Comparable,District,General,09 - CENTRAL,Non-DSH
106234038,ADVENTIST HEALTH HOWARD MEMORIAL,1 MARCELA DRIVE,WILLITS,Mendocino,95490,707-459-6801,ADVENTIST HEALTH SYSTEMS,KERRY HEINRICH,Comparable,Non-Profit,General,01 - NORTHERN CALIFORNIA,DSH
106240924,MEMORIAL HOSPITAL LOS BANOS,520 WEST I STREET,LOS BANOS,Merced,93635,209-826-0591,SUTTER CENTRAL VALLEY HOSPITALS,SCOTT KNIGHT,Comparable,Non-Profit,General,06 - NORTH SAN JOAQUIN,DSH
106244027,MARIE GREEN PSYCHIATRIC CENTER - PHF,300 EAST 15TH STREET,MERCED,Merced,95341,209-381-6879,COUNTY OF MERCED,"KIMIKO VANG, DSW, LCSW",PHF,City/County,Psychiatric,06 - NORTH SAN JOAQUIN,Non-DSH
106250955,SURPRISE VALLEY COMMUNITY HOSPITAL,741 MAIN STREET,CEDARVILLE,Modoc,96104,530-279-6111,SURPRISE VALLEY HEALTH CARE DISTRICT,FRANCES HANNAH,Comparable,District,General,01 - NORTHERN CALIFORNIA,Non-DSH
106281047,PROVIDENCE QUEEN OF THE VALLEY MEDICAL CENTER,1000 TRANCAS STREET,NAPA,Napa,94558,707-252-4411,"ST JOSEPH HEALTH NORTHERN CALIFORNIA, LLC",TERRY WOOTEN,Comparable,Non-Profit,General,03 - NORTH BAY,Non-DSH
106281078,ADVENTIST HEALTH ST. HELENA,10 WOODLAND ROAD,ST. HELENA,Napa,94574,707-963-3611,ST. HELENA,"STEVEN HERBER, M.D.",Comparable,Non-Profit,General,03 - NORTH BAY,DSH
106301175,FOUNTAIN VALLEY REGIONAL HOSPITAL AND MC - EUCLID,17100 EUCLID ST,FOUNTAIN VALLEY,Orange,92708,714-966-7200,TENET HEALTHCARE CORP.,RANDY ROGERS,Comparable,Investor,General,13 - ORANGE COUNTY,DSH
106301297,PLACENTIA LINDA HOSPITAL,1301 N ROSE DRIVE,PLACENTIA,Orange,92870,714-993-2000,TENET HEALTHCARE CORP,FRED VALTAIRO,Comparable,Investor,General,13 - ORANGE COUNTY,Non-DSH
106301340,PROVIDENCE ST. JOSEPH HOSPITAL,1100 WEST STEWART DRIVE,ORANGE,Orange,92863-5600,714-771-8000,ST. JOSEPH HEALTH,JEREMY ZOCH,Comparable,Non-Profit,General,13 - ORANGE COUNTY,Non-DSH
106301342,PROVIDENCE ST. JUDE MEDICAL CENTER,101 E. VALENCIA MESA DR,FULLERTON,Orange,92835,714-992-3000,ST. JOSEPH HEALTH SYSTEM,LAURA RAMOS,Comparable,Non-Profit,General,13 - ORANGE COUNTY,Non-DSH
106304159,HEALTHBRIDGE CHILDREN'S HOSPITAL - ORANGE,393 SOUTH TUSTIN STREET,ORANGE,Orange,92866,714-289-2400,"VSC HBO, LLC",ROBERTA CONSOLVER,Comparable,Investor,General,13 - ORANGE COUNTY,DSH
106304589,ALISO RIDGE BEHAVIORAL HEALTH,200 FREEDOM LANE,ALISO VIEJO,Orange,92656,877-978-4848,SIGNATURE HEALTH CARE,PHILLIP FRANKS,Comparable,Investor,Psychiatric,13 - ORANGE COUNTY,Non-DSH
106320859,EASTERN PLUMAS HEALTH CARE,500 FIRST AVE,PORTOLA,Plumas,96122,530-832-6500,EASTERN PLUMAS HEALTHCARE,DOUGLAS MCCOY,Comparable,District,General,01 - NORTHERN CALIFORNIA,DSH
106331164,DESERT REGIONAL MEDICAL CENTER,1150 N INDIAN CANYON DRIVE,PALM SPRINGS,Riverside,92263,760-323-6523,TENET HEALTHCARE CORP,MICHELE FINNEY,Comparable,Investor,General,12 - INLAND COUNTIES,Non-DSH
106331226,PACIFIC GROVE HOSPITAL,5900 BROCKTON AVE,RIVERSIDE,Riverside,92506,909-275-8400,VISTA BEHAVIORAL HEALTH,STEVE HYTRY,Comparable,Investor,Psychiatric,12 - INLAND COUNTIES,Non-DSH
106331293,DOCTORS HOSPITAL OF RIVERSIDE,3865 JACKSON STREET,RIVERSIDE,Riverside,92503,951-688-2211,DOCTORS HOSPITAL OF RIVERSIDE,DAVID BATISTA,Comparable,Non-Profit,General,12 - INLAND COUNTIES,DSH
106331312,RIVERSIDE COMMUNITY HOSPITAL,4445 MAGNOLIA AVE,RIVERSIDE,Riverside,92501,951-788-3000,HCA CORP,PETER HEMSTED,Comparable,Investor,General,12 - INLAND COUNTIES,Non-DSH
106332172,KINDRED HOSPITAL - RIVERSIDE,2224 MEDICAL CENTER DRIVE,PERRIS,Riverside,92571,951-436-3535,KINDRED HEALTHCARE,TAMRA HENNIS,Comparable,Investor,General,12 - INLAND COUNTIES,Non-DSH
106341006,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,2315 STOCKTON BOULEVARD,SACRAMENTO,Sacramento,95817,916-734-9136,UC DAVIS MEDICAL CENTER,BRAD SIMMONS,Comparable,Non-Profit,General,02 - GOLDEN EMPIRE,DSH
106342392,SIERRA VISTA HOSPITAL,8001 BRUCEVILLE ROAD,SACRMENTO,Sacramento,96823,916-288-0300,"UHS OF DELAWARE, INC.",TAMI BROOKS,Comparable,Investor,Psychiatric,02 - GOLDEN EMPIRE,DSH
106344021,HERITAGE OAKS HOSPITAL,4250 AUBURN BLVD,SACRAMENTO,Sacramento,95841,916-489-3336,"UNIVERSAL HEALTH SERVICES, INC.",YANNIS ANGOURAS,Comparable,Investor,Psychiatric,02 - GOLDEN EMPIRE,Non-DSH
106361274,KINDRED HOSPITAL - ONTARIO,550 NORTH MONTEREY AVE,ONTARIO,San Bernardino,91764,909-391-0333,"KINDRED HEALTHCARE, INC.",TERRI COUTURE,Comparable,Investor,General,12 - INLAND COUNTIES,Non-DSH
106361768,PATTON STATE HOSPITAL,3102 EAST HIGHLAND AVE,PATTON,San Bernardino,92369,909-672-1445,STATE OF CALIFORNIA,JANINE WALLACE,State,State,Specialty,12 - INLAND COUNTIES,Non-DSH
106364502,LOMA LINDA UNIVERSITY CHILDREN'S HOSPITAL,11234 ANDERSON ST,LOMA LINDA,San Bernardino,92354,909-558-4000,LOMA LINDA UNIVERSITY HEALTH,TREVOR WRIGHT,Comparable,Non-Profit,General,12 - INLAND COUNTIES,DSH
106370652,ALVARADO HOSPITAL MEDICAL CENTER,6655 ALVARADO ROAD,SAN DIEGO,San Diego,92120,619-287-3270,"PRIME HEALTHCARE SERVICES, INC.",STEVE ALEMAN,Comparable,Investor,General,14 - SAN DIEGO / IMPERIAL,Non-DSH
106370689,SHARP CORONADO HOSPITAL AND HEALTHCARE CENTER,250 PROSPECT PLACE,CORONADO,San Diego,92118,619-522-3600,SHARP HEALTHCARE CORPORATION,SUSAN STONE,Comparable,Non-Profit,General,14 - SAN DIEGO / IMPERIAL,Non-DSH
106370694,SHARP MEMORIAL HOSPITAL,7901 FROST STREET,SAN DIEGO,San Diego,92123-1489,858-939-3400,SHARP HEALTHCARE,TRISHA KHALEGHI,Comparable,Non-Profit,General,14 - SAN DIEGO / IMPERIAL,Non-DSH
106370714,SHARP GROSSMONT HOSPITAL,5555 GROSSMONT CENTER DRIVE,LA MESA,San Diego,91942,619-740-6000,SHARP HEALTHCARE,WILLIAM S. EVANS,Comparable,Non-Profit,General,14 - SAN DIEGO / IMPERIAL,DSH
106370744,SCRIPPS MERCY HOSPITAL,4077 FIFTH AVENUE,SAN DIEGO,San Diego,92103,619-294-8111,SCRIPPS HEALTH,TOM GAMMIERE,Comparable,Non-Profit,General,14 - SAN DIEGO / IMPERIAL,DSH
106370875,SHARP CHULA VISTA MEDICAL CENTER,751 MEDICAL CENTER COURT,CHULA VISTA,San Diego,91911-6617,619-502-3664,SHARP HEALTHCARE CORPORATION,WILLIAM SCOTT EVANS,Comparable,Non-Profit,General,14 - SAN DIEGO / IMPERIAL,DSH
